location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Israel,2021-08-27,16-19,80.4,69.4,0.2
Israel,2021-08-27,20-29,80.2,72.8,1.5
Israel,2021-08-27,30-39,84.5,78.3,11.1
Israel,2021-08-27,40-49,87.4,81.7,27.3
Israel,2021-08-27,50-59,90.6,85.4,45.6
Israel,2021-08-27,60-69,91.6,87.7,64.0
Israel,2021-08-27,70-79,96.1,93.6,79.3
Israel,2021-08-27,80-89,94.7,92.0,75.1
Israel,2021-08-27,90+,94.2,90.6,70.1
Israel,2021-08-28,12-15,45.5,30.6,0.0
Israel,2021-08-28,16-19,80.6,69.5,0.3
Israel,2021-08-28,20-29,80.2,72.9,1.6
Israel,2021-08-28,30-39,84.5,78.3,12.2
Israel,2021-08-28,40-49,87.5,81.7,28.4
Israel,2021-08-28,50-59,90.6,85.4,47.1
Israel,2021-08-28,60-69,91.6,87.8,64.6
Israel,2021-08-28,70-79,96.1,93.6,79.5
Israel,2021-08-28,80-89,94.7,92.0,75.4
Israel,2021-08-28,90+,94.3,90.6,70.2
Israel,2021-08-29,12-15,46.0,30.6,0.0
Israel,2021-08-29,16-19,80.8,69.5,0.3
Israel,2021-08-29,20-29,80.3,72.9,2.2
Israel,2021-08-29,30-39,84.6,78.4,12.4
Israel,2021-08-29,40-49,87.5,81.8,29.6
Israel,2021-08-29,50-59,90.6,85.4,48.4
Israel,2021-08-29,60-69,91.6,87.8,65.1
Israel,2021-08-29,70-79,96.1,93.6,80.0
Israel,2021-08-29,80-89,94.7,92.0,75.4
Israel,2021-08-29,90+,94.3,90.6,70.7
Israel,2021-08-30,12-15,46.3,31.1,0.0
Israel,2021-08-30,16-19,81.3,69.6,0.5
Israel,2021-08-30,20-29,80.3,72.9,4.9
Israel,2021-08-30,30-39,84.6,78.5,14.6
Israel,2021-08-30,40-49,87.6,81.8,32.5
Israel,2021-08-30,50-59,90.7,85.5,49.7
Israel,2021-08-30,60-69,91.6,87.8,65.3
Israel,2021-08-30,70-79,96.2,93.6,80.0
Israel,2021-08-30,80-89,94.7,92.0,75.9
Israel,2021-08-30,90+,94.3,90.7,71.3
Israel,2021-08-31,12-15,47.2,31.6,0.0
Israel,2021-08-31,16-19,81.3,69.9,2.1
Israel,2021-08-31,20-29,80.5,73.0,6.3
Israel,2021-08-31,30-39,84.7,78.5,17.1
Israel,2021-08-31,40-49,87.6,81.9,32.6
Israel,2021-08-31,50-59,90.7,85.5,49.7
Israel,2021-08-31,60-69,91.7,87.8,66.0
Israel,2021-08-31,70-79,96.2,93.6,80.5
Israel,2021-08-31,80-89,94.7,92.0,76.5
Israel,2021-08-31,90+,94.3,90.7,71.3
Israel,2021-09-01,12-15,48.3,32.1,0.0
Israel,2021-09-01,16-19,81.8,70.0,4.1
Israel,2021-09-01,20-29,80.6,73.1,8.7
Israel,2021-09-01,30-39,84.9,78.6,20.2
Israel,2021-09-01,40-49,87.8,81.9,35.3
Israel,2021-09-01,50-59,90.8,85.6,51.5
Israel,2021-09-01,60-69,91.7,87.9,66.9
Israel,2021-09-01,70-79,96.2,93.7,81.3
Israel,2021-09-01,80-89,94.8,92.1,77.3
Israel,2021-09-01,90+,94.3,90.7,72.2
Israel,2021-09-02,12-15,48.8,32.7,0.0
Israel,2021-09-02,16-19,81.9,70.1,7.8
Israel,2021-09-02,20-29,80.8,73.1,14.1
Israel,2021-09-02,30-39,85.0,78.6,23.1
Israel,2021-09-02,40-49,87.8,82.0,37.7
Israel,2021-09-02,50-59,90.9,85.6,52.3
Israel,2021-09-02,60-69,91.7,87.9,67.1
Israel,2021-09-02,70-79,96.3,93.7,81.4
Israel,2021-09-02,80-89,94.8,92.1,77.7
Israel,2021-09-02,90+,94.3,90.7,72.4
Israel,2021-09-03,12-15,49.1,33.0,0.0
Israel,2021-09-03,16-19,82.3,70.4,8.9
Israel,2021-09-03,20-29,80.9,73.2,14.3
Israel,2021-09-03,30-39,85.0,78.7,24.5
Israel,2021-09-03,40-49,87.9,82.0,38.8
Israel,2021-09-03,50-59,90.9,85.6,53.5
Israel,2021-09-03,60-69,91.7,87.9,67.6
Israel,2021-09-03,70-79,96.3,93.7,81.9
Israel,2021-09-03,80-89,94.8,92.1,77.9
Israel,2021-09-03,90+,94.4,90.7,72.9
Israel,2021-09-04,12-15,49.3,33.2,0.0
Israel,2021-09-04,16-19,82.4,70.5,9.5
Israel,2021-09-04,20-29,80.9,73.3,16.1
Israel,2021-09-04,30-39,85.1,78.7,25.2
Israel,2021-09-04,40-49,87.9,82.1,39.4
Israel,2021-09-04,50-59,90.9,85.7,53.8
Israel,2021-09-04,60-69,91.7,87.9,68.0
Israel,2021-09-04,70-79,96.3,93.7,82.0
Israel,2021-09-04,80-89,94.8,92.1,78.0
Israel,2021-09-04,90+,94.4,90.8,73.0
Israel,2021-09-05,12-15,49.4,33.2,0.0
Israel,2021-09-05,16-19,81.5,69.7,9.6
Israel,2021-09-05,20-29,80.9,73.3,16.3
Israel,2021-09-05,30-39,85.1,78.0,26.0
Israel,2021-09-05,40-49,87.0,81.2,39.4
Israel,2021-09-05,50-59,88.4,83.3,52.6
Israel,2021-09-05,60-69,91.1,87.3,67.8
Israel,2021-09-05,70-79,89.7,93.7,82.0
Israel,2021-09-05,80-89,89.6,87.0,78.0
Israel,2021-09-05,90+,94.4,90.8,64.3
Israel,2021-09-08,12-15,48.6,33.1,0.0
Israel,2021-09-08,16-19,81.7,69.8,11.8
Israel,2021-09-08,20-29,79.9,72.3,19.0
Israel,2021-09-08,30-39,84.5,78.1,26.9
Israel,2021-09-08,40-49,87.0,81.2,40.4
Israel,2021-09-08,50-59,88.4,83.3,53.3
Israel,2021-09-08,60-69,91.1,87.3,68.0
Israel,2021-09-08,70-79,89.7,87.3,76.8
Israel,2021-09-08,80-89,89.6,87.0,74.0
Israel,2021-09-08,90+,82.9,79.7,64.4
Israel,2021-09-09,12-15,49.0,33.1,0.0
Israel,2021-09-09,16-19,81.7,70.1,11.8
Israel,2021-09-09,20-29,79.9,72.3,20.6
Israel,2021-09-09,30-39,84.6,78.1,28.3
Israel,2021-09-09,40-49,87.0,81.3,41.6
Israel,2021-09-09,50-59,88.4,83.3,54.1
Israel,2021-09-09,60-69,91.1,87.3,68.0
Israel,2021-09-09,70-79,89.7,87.3,77.0
Israel,2021-09-09,80-89,89.6,87.0,74.0
Israel,2021-09-09,90+,82.9,79.7,64.7
Israel,2021-09-10,12-15,49.1,34.5,0.0
Israel,2021-09-10,16-19,82.0,70.1,13.6
Israel,2021-09-10,20-29,80.0,72.4,20.7
Israel,2021-09-10,30-39,84.6,78.2,28.4
Israel,2021-09-10,40-49,87.1,81.3,41.7
Israel,2021-09-10,50-59,88.5,83.4,54.5
Israel,2021-09-10,60-69,91.1,87.4,68.7
Israel,2021-09-10,70-79,89.7,87.4,77.2
Israel,2021-09-10,80-89,89.6,87.1,74.4
Israel,2021-09-10,90+,82.9,79.7,64.7
Israel,2021-09-11,12-15,49.4,34.7,0.0
Israel,2021-09-11,16-19,82.1,70.3,13.9
Israel,2021-09-11,20-29,80.0,72.4,21.7
Israel,2021-09-11,30-39,84.6,78.2,29.5
Israel,2021-09-11,40-49,87.1,81.3,42.6
Israel,2021-09-11,50-59,88.5,83.4,54.7
Israel,2021-09-11,60-69,91.1,87.4,68.8
Israel,2021-09-11,70-79,89.7,87.4,77.3
Israel,2021-09-11,80-89,89.6,87.1,74.5
Israel,2021-09-11,90+,82.9,79.7,64.8
Israel,2021-09-12,12-15,49.6,35.0,0.0
Israel,2021-09-12,16-19,82.2,70.3,13.9
Israel,2021-09-12,20-29,80.1,72.5,21.7
Israel,2021-09-12,30-39,84.6,78.2,30.1
Israel,2021-09-12,40-49,87.1,81.3,43.1
Israel,2021-09-12,50-59,88.5,83.4,55.0
Israel,2021-09-12,60-69,91.1,87.4,69.0
Israel,2021-09-12,70-79,89.7,87.4,77.3
Israel,2021-09-12,80-89,89.6,87.1,74.6
Israel,2021-09-12,90+,82.9,79.7,65.1
Israel,2021-09-13,12-15,49.8,35.4,0.0
Israel,2021-09-13,16-19,82.4,70.7,14.9
Israel,2021-09-13,20-29,80.2,72.5,23.1
Israel,2021-09-13,30-39,84.7,78.3,31.3
Israel,2021-09-13,40-49,87.2,81.4,44.1
Israel,2021-09-13,50-59,88.6,83.5,55.4
Israel,2021-09-13,60-69,91.2,87.4,69.1
Israel,2021-09-13,70-79,89.8,87.4,77.6
Israel,2021-09-13,80-89,89.7,87.2,74.7
Israel,2021-09-13,90+,82.9,79.7,65.4
Israel,2021-09-14,12-15,50.2,36.6,0.0
Israel,2021-09-14,16-19,82.5,70.8,16.5
Israel,2021-09-14,20-29,80.3,72.6,24.9
Israel,2021-09-14,30-39,84.8,78.3,32.2
Israel,2021-09-14,40-49,87.2,81.4,44.4
Israel,2021-09-14,50-59,88.6,83.5,56.3
Israel,2021-09-14,60-69,91.2,87.5,69.7
Israel,2021-09-14,70-79,89.8,87.5,77.9
Israel,2021-09-14,80-89,89.7,87.2,75.1
Israel,2021-09-14,90+,83.0,79.8,65.5
Israel,2021-09-15,12-15,50.4,36.7,0.0
Israel,2021-09-15,16-19,82.6,71.0,16.6
Israel,2021-09-15,20-29,80.3,72.7,25.7
Israel,2021-09-15,30-39,84.8,78.4,32.6
Israel,2021-09-15,40-49,87.3,81.5,45.3
Israel,2021-09-15,50-59,88.6,83.5,56.5
Israel,2021-09-15,60-69,91.2,87.5,69.8
Israel,2021-09-15,70-79,89.8,87.5,78.0
Israel,2021-09-15,80-89,89.7,87.2,75.2
Israel,2021-09-15,90+,83.0,79.8,65.7
Israel,2021-09-16,12-15,50.4,36.8,0.0
Israel,2021-09-16,16-19,82.6,71.0,16.8
Israel,2021-09-16,20-29,80.3,72.7,25.8
Israel,2021-09-16,30-39,84.8,78.4,32.7
Israel,2021-09-16,40-49,87.3,81.5,45.4
Israel,2021-09-16,50-59,88.6,83.6,56.6
Israel,2021-09-16,60-69,91.2,87.5,69.8
Israel,2021-09-16,70-79,89.8,87.5,78.1
Israel,2021-09-16,80-89,89.7,87.2,75.3
Israel,2021-09-16,90+,83.0,79.8,65.8
Israel,2021-09-17,12-15,50.4,37.3,0.0
Israel,2021-09-17,16-19,82.7,71.0,16.8
Israel,2021-09-17,20-29,80.4,72.7,26.6
Israel,2021-09-17,30-39,84.9,78.4,32.7
Israel,2021-09-17,40-49,87.3,81.5,45.4
Israel,2021-09-17,50-59,88.6,83.6,56.6
Israel,2021-09-17,60-69,91.2,87.5,70.1
Israel,2021-09-17,70-79,89.8,87.5,78.2
Israel,2021-09-17,80-89,89.7,87.2,75.3
Israel,2021-09-17,90+,83.0,79.8,65.8
Israel,2021-09-18,12-15,50.8,37.6,0.0
Israel,2021-09-18,16-19,82.7,71.2,17.5
Israel,2021-09-18,20-29,80.4,72.7,26.7
Israel,2021-09-18,30-39,84.9,78.5,33.8
Israel,2021-09-18,40-49,87.3,81.5,46.3
Israel,2021-09-18,50-59,88.7,83.6,57.2
Israel,2021-09-18,60-69,91.2,87.6,70.1
Israel,2021-09-18,70-79,89.8,87.5,78.2
Israel,2021-09-18,80-89,89.7,87.2,75.4
Israel,2021-09-18,90+,83.0,79.8,65.9
Israel,2021-09-19,12-15,51.1,38.4,0.0
Israel,2021-09-19,16-19,82.7,71.3,17.7
Israel,2021-09-19,20-29,80.5,72.8,27.8
Israel,2021-09-19,30-39,84.9,78.5,34.7
Israel,2021-09-19,40-49,87.4,81.6,46.4
Israel,2021-09-19,50-59,88.7,83.7,57.7
Israel,2021-09-19,60-69,91.2,87.6,70.2
Israel,2021-09-19,70-79,89.8,87.6,78.3
Israel,2021-09-19,80-89,89.7,87.2,75.4
Israel,2021-09-19,90+,83.0,79.8,66.1
Israel,2021-09-20,12-15,51.1,38.7,0.0
Israel,2021-09-20,16-19,82.9,71.5,18.4
Israel,2021-09-20,20-29,80.5,72.8,28.2
Israel,2021-09-20,30-39,85.0,78.5,34.7
Israel,2021-09-20,40-49,87.4,81.6,47.3
Israel,2021-09-20,50-59,88.7,83.7,57.9
Israel,2021-09-20,60-69,91.3,87.7,70.5
Israel,2021-09-20,70-79,89.8,87.6,78.5
Israel,2021-09-20,80-89,89.7,87.3,75.6
Israel,2021-09-20,90+,83.0,79.8,66.1
Israel,2021-09-21,12-15,51.4,38.8,0.0
Israel,2021-09-21,16-19,83.0,71.7,18.7
Israel,2021-09-21,20-29,80.5,72.8,28.2
Israel,2021-09-21,30-39,85.0,78.6,35.1
Israel,2021-09-21,40-49,87.4,81.6,47.4
Israel,2021-09-21,50-59,88.7,83.7,58.0
Israel,2021-09-21,60-69,91.3,87.7,70.6
Israel,2021-09-21,70-79,89.8,87.6,78.6
Israel,2021-09-21,80-89,89.7,87.3,75.7
Israel,2021-09-21,90+,83.0,79.8,66.2
Israel,2021-09-22,12-15,51.6,39.0,0.0
Israel,2021-09-22,16-19,83.1,71.9,18.7
Israel,2021-09-22,20-29,80.6,72.9,28.7
Israel,2021-09-22,30-39,85.0,78.6,35.6
Israel,2021-09-22,40-49,87.5,81.6,47.4
Israel,2021-09-22,50-59,88.8,83.7,58.0
Israel,2021-09-22,60-69,91.3,87.7,70.8
Israel,2021-09-22,70-79,89.8,87.6,78.8
Israel,2021-09-22,80-89,89.8,87.3,75.8
Israel,2021-09-22,90+,83.0,79.9,66.2
Israel,2021-09-23,12-15,51.8,39.7,0.0
Israel,2021-09-23,16-19,83.2,71.9,19.3
Israel,2021-09-23,20-29,80.6,72.9,29.1
Israel,2021-09-23,30-39,85.0,78.7,36.0
Israel,2021-09-23,40-49,87.5,81.7,47.8
Israel,2021-09-23,50-59,88.8,83.7,58.3
Israel,2021-09-23,60-69,91.3,87.7,71.1
Israel,2021-09-23,70-79,89.9,87.6,78.9
Israel,2021-09-23,80-89,89.8,87.3,76.1
Israel,2021-09-23,90+,83.0,79.9,66.4
Israel,2021-09-24,12-15,51.8,39.8,0.0
Israel,2021-09-24,16-19,83.2,72.0,19.4
Israel,2021-09-24,20-29,80.6,73.0,29.2
Israel,2021-09-24,30-39,85.1,78.7,36.1
Israel,2021-09-24,40-49,87.5,81.7,48.3
Israel,2021-09-24,50-59,88.8,83.8,58.7
Israel,2021-09-24,60-69,91.3,87.7,71.1
Israel,2021-09-24,70-79,89.9,87.7,79.0
Israel,2021-09-24,80-89,89.8,87.3,76.1
Israel,2021-09-24,90+,83.0,79.9,66.6
Israel,2021-09-25,12-15,52.1,40.1,0.0
Israel,2021-09-25,16-19,83.3,72.2,19.8
Israel,2021-09-25,20-29,80.7,73.0,29.9
Israel,2021-09-25,30-39,85.1,78.7,36.8
Israel,2021-09-25,40-49,87.5,81.8,48.9
Israel,2021-09-25,50-59,88.8,83.8,59.1
Israel,2021-09-25,60-69,91.3,87.7,71.3
Israel,2021-09-25,70-79,89.9,87.7,79.1
Israel,2021-09-25,80-89,89.8,87.3,76.2
Israel,2021-09-25,90+,83.0,79.9,66.7
Israel,2021-09-26,12-15,52.4,40.5,0.0
Israel,2021-09-26,16-19,83.3,72.3,19.8
Israel,2021-09-26,20-29,80.8,73.0,29.9
Israel,2021-09-26,30-39,85.2,78.8,37.6
Israel,2021-09-26,40-49,87.6,81.8,49.6
Israel,2021-09-26,50-59,88.9,83.8,59.1
Israel,2021-09-26,60-69,91.3,87.7,71.6
Israel,2021-09-26,70-79,89.9,87.7,79.3
Israel,2021-09-26,80-89,89.8,87.4,76.4
Israel,2021-09-26,90+,83.0,79.9,66.7
Israel,2021-09-27,12-15,52.4,40.7,0.0
Israel,2021-09-27,16-19,83.5,72.4,20.4
Israel,2021-09-27,20-29,80.8,73.1,30.6
Israel,2021-09-27,30-39,85.2,78.8,38.0
Israel,2021-09-27,40-49,87.6,81.9,49.7
Israel,2021-09-27,50-59,88.9,83.9,59.7
Israel,2021-09-27,60-69,91.3,87.8,71.7
Israel,2021-09-27,70-79,89.9,87.7,79.3
Israel,2021-09-27,80-89,89.8,87.4,76.4
Israel,2021-09-27,90+,83.0,79.9,66.9
Israel,2021-09-28,12-15,52.6,40.8,0.0
Israel,2021-09-28,16-19,83.6,72.5,20.8
Israel,2021-09-28,20-29,80.8,73.1,31.1
Israel,2021-09-28,30-39,85.3,78.8,38.2
Israel,2021-09-28,40-49,87.6,81.9,50.1
Israel,2021-09-28,50-59,88.9,83.9,60.0
Israel,2021-09-28,60-69,91.4,87.8,71.8
Israel,2021-09-28,70-79,89.9,87.7,79.4
Israel,2021-09-28,80-89,89.8,87.4,76.4
Israel,2021-09-28,90+,83.0,79.9,66.9
Israel,2021-09-29,12-15,52.9,41.1,0.0
Israel,2021-09-29,16-19,83.6,72.5,20.8
Israel,2021-09-29,20-29,80.9,73.2,32.0
Israel,2021-09-29,30-39,85.4,78.8,38.3
Israel,2021-09-29,40-49,87.7,81.9,50.9
Israel,2021-09-29,50-59,89.0,84.0,60.0
Israel,2021-09-29,60-69,91.4,87.8,72.2
Israel,2021-09-29,70-79,89.9,87.7,79.4
Israel,2021-09-29,80-89,89.8,87.4,76.7
Israel,2021-09-29,90+,83.1,80.0,67.2
Israel,2021-09-30,12-15,53.5,41.3,0.0
Israel,2021-09-30,16-19,84.1,72.9,21.8
Israel,2021-09-30,20-29,81.2,73.3,33.4
Israel,2021-09-30,30-39,85.6,78.9,39.6
Israel,2021-09-30,40-49,87.9,82.1,52.7
Israel,2021-09-30,50-59,89.0,84.1,61.9
Israel,2021-09-30,60-69,91.5,87.9,72.9
Israel,2021-09-30,70-79,89.9,87.8,79.7
Israel,2021-09-30,80-89,89.8,87.4,76.9
Israel,2021-09-30,90+,83.1,80.0,67.4
Israel,2021-10-01,12-15,53.5,41.9,0.1
Israel,2021-10-01,16-19,84.2,72.9,23.4
Israel,2021-10-01,20-29,81.3,73.3,34.9
Israel,2021-10-01,30-39,85.6,79.0,41.3
Israel,2021-10-01,40-49,88.0,82.1,52.8
Israel,2021-10-01,50-59,89.2,84.1,62.0
Israel,2021-10-01,60-69,91.5,88.0,72.9
Israel,2021-10-01,70-79,90.0,87.8,80.2
Israel,2021-10-01,80-89,89.9,87.5,77.1
Israel,2021-10-01,90+,83.1,80.0,67.5
Israel,2021-10-02,12-15,53.7,42.0,0.1
Israel,2021-10-02,16-19,84.2,73.0,23.7
Israel,2021-10-02,20-29,81.3,73.4,35.3
Israel,2021-10-02,30-39,85.7,79.1,42.7
Israel,2021-10-02,40-49,88.0,82.1,53.9
Israel,2021-10-02,50-59,89.2,84.1,62.8
Israel,2021-10-02,60-69,91.5,88.0,73.3
Israel,2021-10-02,70-79,90.0,87.9,80.2
Israel,2021-10-02,80-89,89.9,87.5,77.2
Israel,2021-10-02,90+,83.1,80.0,67.6
Israel,2021-10-03,12-15,53.7,42.0,0.1
Israel,2021-10-03,16-19,84.4,73.2,24.8
Israel,2021-10-03,20-29,81.3,73.5,35.5
Israel,2021-10-03,30-39,85.9,79.2,44.2
Israel,2021-10-03,40-49,88.0,82.1,54.0
Israel,2021-10-03,50-59,89.3,84.1,62.9
Israel,2021-10-03,60-69,91.6,88.0,73.8
Israel,2021-10-03,70-79,90.0,87.9,80.5
Israel,2021-10-03,80-89,89.9,87.5,77.2
Israel,2021-10-03,90+,83.1,80.1,67.6
Israel,2021-10-04,12-15,54.2,42.6,0.1
Israel,2021-10-04,16-19,84.5,73.2,25.6
Israel,2021-10-04,20-29,81.5,73.5,37.0
Israel,2021-10-04,30-39,86.0,79.2,45.2
Israel,2021-10-04,40-49,88.2,82.3,55.2
Israel,2021-10-04,50-59,89.3,84.2,63.8
Israel,2021-10-04,60-69,91.6,88.0,73.9
Israel,2021-10-04,70-79,90.0,87.9,80.8
Israel,2021-10-04,80-89,89.9,87.5,77.7
Israel,2021-10-04,90+,83.1,80.1,68.1
Israel,2021-10-05,12-15,54.5,42.9,0.1
Israel,2021-10-05,16-19,84.7,73.4,25.7
Israel,2021-10-05,20-29,81.7,73.6,38.2
Israel,2021-10-05,30-39,86.1,79.3,46.1
Israel,2021-10-05,40-49,88.4,82.3,56.6
Israel,2021-10-05,50-59,89.5,84.3,64.8
Israel,2021-10-05,60-69,91.7,88.1,74.5
Israel,2021-10-05,70-79,90.0,88.0,81.0
Israel,2021-10-05,80-89,90.0,87.5,77.7
Israel,2021-10-05,90+,83.2,80.1,68.4
Israel,2021-10-06,12-15,54.6,42.9,0.1
Israel,2021-10-06,16-19,85.0,73.5,26.7
Israel,2021-10-06,20-29,81.9,73.6,39.7
Israel,2021-10-06,30-39,86.2,79.3,46.1
Israel,2021-10-06,40-49,88.5,82.3,56.9
Israel,2021-10-06,50-59,89.5,84.4,65.1
Israel,2021-10-06,60-69,91.7,88.1,74.6
Israel,2021-10-06,70-79,90.0,88.0,81.1
Israel,2021-10-06,80-89,90.0,87.6,78.1
Israel,2021-10-06,90+,83.2,80.1,68.6
Israel,2021-10-07,12-15,55.0,43.1,0.1
Israel,2021-10-07,16-19,85.1,73.6,27.5
Israel,2021-10-07,20-29,82.1,73.7,40.5
Israel,2021-10-07,30-39,86.4,79.4,47.5
Israel,2021-10-07,40-49,88.5,82.4,57.4
Israel,2021-10-07,50-59,89.6,84.4,65.6
Israel,2021-10-07,60-69,91.7,88.2,74.9
Israel,2021-10-07,70-79,90.1,88.0,81.1
Israel,2021-10-07,80-89,90.0,87.6,78.3
Israel,2021-10-07,90+,83.3,80.2,68.7
Israel,2021-10-08,12-15,55.0,43.2,0.1
Israel,2021-10-08,16-19,85.3,73.7,27.8
Israel,2021-10-08,20-29,82.2,73.8,40.9
Israel,2021-10-08,30-39,86.4,79.4,47.9
Israel,2021-10-08,40-49,88.6,82.4,57.7
Israel,2021-10-08,50-59,89.6,84.4,65.6
Israel,2021-10-08,60-69,91.8,88.2,75.0
Israel,2021-10-08,70-79,90.1,88.0,81.3
Israel,2021-10-08,80-89,90.0,87.6,78.3
Israel,2021-10-08,90+,83.3,80.2,68.9
Israel,2021-10-09,12-15,55.1,43.4,0.1
Israel,2021-10-09,16-19,85.4,73.8,27.9
Israel,2021-10-09,20-29,82.3,73.8,41.5
Israel,2021-10-09,30-39,86.5,79.4,48.0
Israel,2021-10-09,40-49,88.6,82.4,58.1
Israel,2021-10-09,50-59,89.6,84.4,65.9
Israel,2021-10-09,60-69,91.8,88.2,75.1
Israel,2021-10-09,70-79,90.1,88.0,81.3
Israel,2021-10-09,80-89,90.0,87.6,78.3
Israel,2021-10-09,90+,83.3,80.2,68.9
Israel,2021-10-10,12-15,55.1,43.6,0.1
Israel,2021-10-10,16-19,85.4,73.9,28.0
Israel,2021-10-10,20-29,82.4,73.8,41.5
Israel,2021-10-10,30-39,86.5,79.4,48.1
Israel,2021-10-10,40-49,88.7,82.4,58.4
Israel,2021-10-10,50-59,89.7,84.5,66.2
Israel,2021-10-10,60-69,91.8,88.2,75.2
Israel,2021-10-10,70-79,90.1,88.1,81.5
Israel,2021-10-10,80-89,90.0,87.7,78.3
Israel,2021-10-10,90+,83.3,80.2,69.0
Israel,2021-10-11,12-15,55.2,43.8,0.1
Israel,2021-10-11,16-19,85.5,73.9,28.6
Israel,2021-10-11,20-29,82.4,73.9,42.1
Israel,2021-10-11,30-39,86.5,79.5,48.8
Israel,2021-10-11,40-49,88.7,82.5,58.4
Israel,2021-10-11,50-59,89.7,84.5,66.2
Israel,2021-10-11,60-69,91.8,88.2,75.3
Israel,2021-10-11,70-79,90.1,88.1,81.5
Israel,2021-10-11,80-89,90.0,87.7,78.5
Israel,2021-10-11,90+,83.3,80.2,69.0
Israel,2021-10-12,12-15,55.3,43.9,0.1
Israel,2021-10-12,16-19,85.7,74.0,28.7
Israel,2021-10-12,20-29,82.5,73.9,42.7
Israel,2021-10-12,30-39,86.6,79.5,49.0
Israel,2021-10-12,40-49,88.7,82.5,58.8
Israel,2021-10-12,50-59,89.8,84.5,66.4
Israel,2021-10-12,60-69,91.8,88.2,75.3
Israel,2021-10-12,70-79,90.1,88.1,81.6
Israel,2021-10-12,80-89,90.1,87.7,78.6
Israel,2021-10-12,90+,83.3,80.2,69.3
Israel,2021-10-13,12-15,55.5,44.0,0.1
Israel,2021-10-13,16-19,85.7,74.1,29.1
Israel,2021-10-13,20-29,82.5,74.0,43.0
Israel,2021-10-13,30-39,86.6,79.6,49.0
Israel,2021-10-13,40-49,88.8,82.5,58.9
Israel,2021-10-13,50-59,89.8,84.5,66.5
Israel,2021-10-13,60-69,91.8,88.3,75.4
Israel,2021-10-13,70-79,90.2,88.1,81.6
Israel,2021-10-13,80-89,90.1,87.7,78.7
Israel,2021-10-13,90+,83.3,80.2,69.3
Israel,2021-10-14,12-15,55.6,44.0,0.1
Israel,2021-10-14,16-19,85.8,74.2,29.5
Israel,2021-10-14,20-29,82.7,74.0,43.1
Israel,2021-10-14,30-39,86.8,79.6,49.3
Israel,2021-10-14,40-49,88.8,82.6,59.0
Israel,2021-10-14,50-59,89.8,84.6,66.8
Israel,2021-10-14,60-69,91.9,88.3,75.6
Israel,2021-10-14,70-79,90.2,88.1,81.8
Israel,2021-10-14,80-89,90.1,87.7,78.8
Israel,2021-10-14,90+,83.3,80.2,69.6
Israel,2021-10-15,12-15,55.7,44.3,0.1
Israel,2021-10-15,16-19,85.9,74.2,29.5
Israel,2021-10-15,20-29,82.7,74.0,43.6
Israel,2021-10-15,30-39,86.8,79.6,49.7
Israel,2021-10-15,40-49,88.8,82.6,59.3
Israel,2021-10-15,50-59,89.8,84.6,66.9
Israel,2021-10-15,60-69,91.9,88.3,75.7
Israel,2021-10-15,70-79,90.2,88.1,81.8
Israel,2021-10-15,80-89,90.1,87.7,78.9
Israel,2021-10-15,90+,83.3,80.2,69.7
Israel,2021-10-16,12-15,55.7,44.4,0.1
Israel,2021-10-16,16-19,85.9,74.2,29.7
Israel,2021-10-16,20-29,82.7,74.0,43.9
Israel,2021-10-16,30-39,86.8,79.6,49.9
Israel,2021-10-16,40-49,88.9,82.6,59.5
Israel,2021-10-16,50-59,89.8,84.6,67.0
Israel,2021-10-16,60-69,91.9,88.3,75.7
Israel,2021-10-16,70-79,90.2,88.1,81.8
Israel,2021-10-16,80-89,90.1,87.7,78.9
Israel,2021-10-16,90+,83.3,80.2,69.7
Israel,2021-10-17,12-15,55.8,44.5,0.1
Israel,2021-10-17,16-19,85.9,74.3,30.0
Israel,2021-10-17,20-29,82.7,74.0,43.9
Israel,2021-10-17,30-39,86.8,79.6,50.2
Israel,2021-10-17,40-49,88.9,82.6,59.5
Israel,2021-10-17,50-59,89.8,84.6,67.1
Israel,2021-10-17,60-69,91.9,88.3,75.7
Israel,2021-10-17,70-79,90.2,88.1,81.9
Israel,2021-10-17,80-89,90.1,87.7,78.9
Israel,2021-10-17,90+,83.3,80.3,69.7
Israel,2021-10-18,12-15,55.8,44.5,0.1
Israel,2021-10-18,16-19,86.0,74.4,30.0
Israel,2021-10-18,20-29,82.9,74.1,44.2
Israel,2021-10-18,30-39,86.9,79.7,50.2
Israel,2021-10-18,40-49,88.9,82.6,59.8
Israel,2021-10-18,50-59,89.9,84.6,67.2
Israel,2021-10-18,60-69,91.9,88.3,75.8
Israel,2021-10-18,70-79,90.2,88.2,81.9
Israel,2021-10-18,80-89,90.1,87.7,79.1
Israel,2021-10-18,90+,83.4,80.3,69.8
Israel,2021-10-19,12-15,56.0,44.7,0.1
Israel,2021-10-19,16-19,86.1,74.4,30.3
Israel,2021-10-19,20-29,82.9,74.1,44.5
Israel,2021-10-19,30-39,86.9,79.7,50.6
Israel,2021-10-19,40-49,88.9,82.7,59.9
Israel,2021-10-19,50-59,89.9,84.6,67.3
Israel,2021-10-19,60-69,91.9,88.3,76.0
Israel,2021-10-19,70-79,90.2,88.2,82.0
Israel,2021-10-19,80-89,90.1,87.8,79.1
