Date,Agegroup,At least one dose_cumulative,Second_dose_cumulative,fully_vaccinated_cumulative,third_dose_cumulative,Total population,Percent_at_least_one_dose,Percent_fully_vaccinated,Percent_3doses
2022-01-05,12-17yrs,827055,,791686,6140,961342,0.8603,0.8235,0.0064
2022-01-05,18-29yrs,2124369,,2024854,390820,2485231,0.8548,0.8148,0.1573
2022-01-05,30-39yrs,1798468,,1732371,413663,2034796,0.8839,0.8514,0.2033
2022-01-05,40-49yrs,1658285,,1614426,458499,1853436,0.8947,0.8710,0.2474
2022-01-05,50-59yrs,1838191,,1799869,723905,2042065,0.9002,0.8814,0.3545
2022-01-05,60-69yrs,1705191,,1676418,870473,1765205,0.9660,0.9497,0.4931
2022-01-05,70-79yrs,1133084,,1116648,738618,1134561,0.9987,0.9842,0.6510
2022-01-05,80,672372,,656573,454396,655835,0.9999,0.9999,0.6929
2022-01-05,Adults_18plus,10929960,,10621159,4050374,11971129,0.9130,0.8872,0.3383
2022-01-05,Ontario_12plus,11757015,,11412845,4056514,12932471,0.9091,0.8825,0.3137
2022-01-05,Ontario_5plus,12236762,,11434788,4056514,14010998,0.8734,0.8161,0.2895
2022-01-05,Undisclosed_or_missing,3053,,1686,40,0,,,
2022-01-06,05-11yrs,483517,,24781,0,1078527,0.4483,0.0230,0.0000
2022-01-06,12-17yrs,827461,,792137,6605,961342,0.8607,0.8240,0.0069
2022-01-06,18-29yrs,2126459,,2026837,418956,2485231,0.8556,0.8156,0.1686
2022-01-06,30-39yrs,1799771,,1733623,441149,2034796,0.8845,0.8520,0.2168
2022-01-06,40-49yrs,1659067,,1615217,488153,1853436,0.8951,0.8715,0.2634
2022-01-06,50-59yrs,1838859,,1800550,756794,2042065,0.9005,0.8817,0.3706
2022-01-06,60-69yrs,1705740,,1676894,904347,1765205,0.9663,0.9500,0.5123
2022-01-06,70-79yrs,1133313,,1116863,754903,1134561,0.9989,0.9844,0.6654
2022-01-06,80,672450,,656645,461722,655835,0.9999,0.9999,0.7040
2022-01-06,Adults_18plus,10935659,,10626629,4226024,11971129,0.9135,0.8877,0.3530
2022-01-06,Ontario_12plus,11763120,,11418766,4232629,12932471,0.9096,0.8830,0.3273
2022-01-06,Ontario_5plus,12246637,,11443547,4232629,14010998,0.8741,0.8168,0.3021
2022-01-06,Undisclosed_or_missing,3086,,1636,43,0,,,
2022-01-07,05-11yrs,487778,,27804,0,1078527,0.4523,0.0258,0.0000
2022-01-07,12-17yrs,827852,,792581,7085,961342,0.8611,0.8245,0.0074
2022-01-07,18-29yrs,2128601,,2028781,447787,2485231,0.8565,0.8163,0.1802
2022-01-07,30-39yrs,1801102,,1734895,468990,2034796,0.8852,0.8526,0.2305
2022-01-07,40-49yrs,1659879,,1616081,517755,1853436,0.8956,0.8719,0.2793
2022-01-07,50-59yrs,1839561,,1801240,788732,2042065,0.9008,0.8821,0.3862
2022-01-07,60-69yrs,1706265,,1677353,937103,1765205,0.9666,0.9502,0.5309
2022-01-07,70-79yrs,1133614,,1117115,770731,1134561,0.9992,0.9846,0.6793
2022-01-07,80,672572,,656750,468723,655835,0.9999,0.9999,0.7147
2022-01-07,Adults_18plus,10941594,,10632215,4399821,11971129,0.9140,0.8882,0.3675
2022-01-07,Ontario_12plus,11769446,,11424796,4406906,12932471,0.9101,0.8834,0.3408
2022-01-07,Ontario_5plus,12257224,,11452600,4406906,14010998,0.8748,0.8174,0.3145
2022-01-07,Undisclosed_or_missing,3151,,1622,42,0,,,
2022-01-08,05-11yrs,492969,,30492,0,1078527,0.4571,0.0283,0.0000
2022-01-08,12-17yrs,828222,,792986,7549,961342,0.8615,0.8249,0.0079
2022-01-08,18-29yrs,2130749,,2030605,475922,2485231,0.8574,0.8171,0.1915
2022-01-08,30-39yrs,1802307,,1736050,496941,2034796,0.8857,0.8532,0.2442
2022-01-08,40-49yrs,1660574,,1616757,546723,1853436,0.8959,0.8723,0.2950
2022-01-08,50-59yrs,1840168,,1801874,820052,2042065,0.9011,0.8824,0.4016
2022-01-08,60-69yrs,1706754,,1677813,965304,1765205,0.9669,0.9505,0.5469
2022-01-08,70-79yrs,1133854,,1117361,784150,1134561,0.9994,0.9848,0.6911
2022-01-08,80,672671,,656841,474931,655835,0.9999,0.9999,0.7242
2022-01-08,Adults_18plus,10947077,,10637301,4564023,11971129,0.9145,0.8886,0.3813
2022-01-08,Ontario_12plus,11775299,,11430287,4571572,12932471,0.9105,0.8838,0.3535
2022-01-08,Ontario_5plus,12268268,,11460779,4571572,14010998,0.8756,0.8180,0.3263
2022-01-08,Undisclosed_or_missing,3236,,1611,44,0,,,
2022-01-09,05-11yrs,500062,,34879,0,1078527,0.4637,0.0323,0.0000
2022-01-09,12-17yrs,828559,,793308,8011,961342,0.8619,0.8252,0.0083
2022-01-09,18-29yrs,2132019,,2031617,497345,2485231,0.8579,0.8175,0.2001
2022-01-09,30-39yrs,1803115,,1736696,517886,2034796,0.8861,0.8535,0.2545
2022-01-09,40-49yrs,1660980,,1617149,568197,1853436,0.8962,0.8725,0.3066
2022-01-09,50-59yrs,1840528,,1802236,842387,2042065,0.9013,0.8826,0.4125
2022-01-09,60-69yrs,1707024,,1678044,982818,1765205,0.9670,0.9506,0.5568
2022-01-09,70-79yrs,1133990,,1117454,791626,1134561,0.9995,0.9849,0.6977
2022-01-09,80,672721,,656864,478431,655835,0.9999,0.9999,0.7295
2022-01-09,Adults_18plus,10950377,,10640060,4678690,11971129,0.9147,0.8888,0.3908
2022-01-09,Ontario_12plus,11778936,,11433368,4686701,12932471,0.9108,0.8841,0.3624
2022-01-09,Ontario_5plus,12278998,,11468247,4686701,14010998,0.8764,0.8185,0.3345
2022-01-09,Undisclosed_or_missing,3509,,1609,44,0,,,
2022-01-10,05-11yrs,503571,,37728,0,1078527,0.4669,0.0350,0.0000
2022-01-10,12-17yrs,828792,,793555,8295,961342,0.8621,0.8255,0.0086
2022-01-10,18-29yrs,2132978,,2032295,513702,2485231,0.8583,0.8177,0.2067
2022-01-10,30-39yrs,1803625,,1737063,533685,2034796,0.8864,0.8537,0.2623
2022-01-10,40-49yrs,1661268,,1617402,584327,1853436,0.8963,0.8727,0.3153
2022-01-10,50-59yrs,1840779,,1802451,857384,2042065,0.9014,0.8827,0.4199
2022-01-10,60-69yrs,1707225,,1678204,994613,1765205,0.9672,0.9507,0.5635
2022-01-10,70-79yrs,1134091,,1117521,796705,1134561,0.9996,0.9850,0.7022
2022-01-10,80,672748,,656886,480624,655835,0.9999,0.9999,0.7328
2022-01-10,Adults_18plus,10952714,,10641822,4761040,11971129,0.9149,0.8890,0.3977
2022-01-10,Ontario_12plus,11781506,,11435377,4769335,12932471,0.9110,0.8842,0.3688
2022-01-10,Ontario_5plus,12285077,,11473105,4769335,14010998,0.8768,0.8189,0.3404
2022-01-10,Undisclosed_or_missing,3606,,1606,43,0,,,
2022-01-11,05-11yrs,506554,,41083,0,1078527,0.4697,0.0381,0.0000
2022-01-11,12-17yrs,829119,,793887,8754,961342,0.8625,0.8258,0.0091
2022-01-11,18-29yrs,2134707,,2033899,534118,2485231,0.8590,0.8184,0.2149
2022-01-11,30-39yrs,1804681,,1737985,553605,2034796,0.8869,0.8541,0.2721
2022-01-11,40-49yrs,1661914,,1618050,605820,1853436,0.8967,0.8730,0.3269
2022-01-11,50-59yrs,1841370,,1803118,880491,2042065,0.9017,0.8830,0.4312
2022-01-11,60-69yrs,1707724,,1678654,1017746,1765205,0.9674,0.9510,0.5766
2022-01-11,70-79yrs,1134303,,1117685,808189,1134561,0.9998,0.9851,0.7123
2022-01-11,80,672824,,656954,485666,655835,0.9999,0.9999,0.7405
2022-01-11,Adults_18plus,10957523,,10646345,4885635,11971129,0.9153,0.8893,0.4081
2022-01-11,Ontario_12plus,11786642,,11440232,4894389,12932471,0.9114,0.8846,0.3785
2022-01-11,Ontario_5plus,12293196,,11481315,4894389,14010998,0.8774,0.8195,0.3493
2022-01-11,Undisclosed_or_missing,3753,,1596,42,0,,,
2022-01-12,05-11yrs,511117,,45459,0,1078527,0.4739,0.0421,0.0000
2022-01-12,12-17yrs,829498,,794340,9211,961342,0.8629,0.8263,0.0096
2022-01-12,18-29yrs,2136789,,2035784,556306,2485231,0.8598,0.8192,0.2238
2022-01-12,30-39yrs,1805932,,1739093,575565,2034796,0.8875,0.8547,0.2829
2022-01-12,40-49yrs,1662631,,1618843,629342,1853436,0.8971,0.8734,0.3396
2022-01-12,50-59yrs,1842090,,1803851,907105,2042065,0.9021,0.8833,0.4442
2022-01-12,60-69yrs,1708306,,1679253,1043563,1765205,0.9678,0.9513,0.5912
2022-01-12,70-79yrs,1134536,,1117898,820746,1134561,1.000,0.9853,0.7234
2022-01-12,80,672893,,657019,491378,655835,0.9999,0.9999,0.7492
2022-01-12,Adults_18plus,10963177,,10651741,5024005,11971129,0.9158,0.8898,0.4197
2022-01-12,Ontario_12plus,11792675,,11446081,5033216,12932471,0.9119,0.8851,0.3892
2022-01-12,Ontario_5plus,12303792,,11491540,5033216,14010998,0.8782,0.8202,0.3592
2022-01-12,Undisclosed_or_missing,3818,,1547,42,0,,,
2022-01-13,05-11yrs,516245,,50572,0,1078527,0.4787,0.0469,0.0000
2022-01-13,12-17yrs,830004,,794844,9669,961342,0.8634,0.8268,0.0101
2022-01-13,18-29yrs,2139065,,2037751,579550,2485231,0.8607,0.8199,0.2332
2022-01-13,30-39yrs,1807357,,1740369,598565,2034796,0.8882,0.8553,0.2942
2022-01-13,40-49yrs,1663436,,1619671,653515,1853436,0.8975,0.8739,0.3526
2022-01-13,50-59yrs,1842799,,1804544,933630,2042065,0.9024,0.8837,0.4572
2022-01-13,60-69yrs,1708843,,1679768,1068764,1765205,0.9681,0.9516,0.6055
2022-01-13,70-79yrs,1134789,,1118110,833248,1134561,0.9999,0.9855,0.7344
2022-01-13,80,673004,,657119,497112,655835,0.9999,0.9999,0.7580
2022-01-13,Adults_18plus,10969293,,10657332,5164384,11971129,0.9163,0.8903,0.4314
2022-01-13,Ontario_12plus,11799297,,11452176,5174053,12932471,0.9124,0.8855,0.4001
2022-01-13,Ontario_5plus,12315542,,11502748,5174053,14010998,0.8790,0.8210,0.3693
2022-01-13,Undisclosed_or_missing,3907,,1534,45,0,,,
2022-01-14,05-11yrs,522841,,56971,0,1078527,0.4848,0.0528,0.0000
2022-01-14,12-17yrs,830554,,795407,10168,961342,0.8640,0.8274,0.0106
2022-01-14,18-29yrs,2141604,,2039789,602513,2485231,0.8617,0.8208,0.2424
2022-01-14,30-39yrs,1808800,,1741756,620962,2034796,0.8889,0.8560,0.3052
2022-01-14,40-49yrs,1664283,,1620574,676682,1853436,0.8979,0.8744,0.3651
2022-01-14,50-59yrs,1843517,,1805262,959227,2042065,0.9028,0.8840,0.4697
2022-01-14,60-69yrs,1709398,,1680253,1092791,1765205,0.9684,0.9519,0.6191
2022-01-14,70-79yrs,1135038,,1118328,845370,1134561,0.9999,0.9857,0.7451
2022-01-14,80,673117,,657205,502666,655835,0.9999,0.9999,0.7665
2022-01-14,Adults_18plus,10975757,,10663167,5300211,11971129,0.9169,0.8907,0.4427
2022-01-14,Ontario_12plus,11806311,,11458574,5310379,12932471,0.9129,0.8860,0.4106
2022-01-14,Ontario_5plus,12329152,,11515545,5310379,14010998,0.8800,0.8219,0.3790
2022-01-14,Undisclosed_or_missing,4017,,1503,46,0,,,
2022-01-15,05-11yrs,529088,,64155,0,1078527,0.4906,0.0595,0.0000
2022-01-15,12-17yrs,831089,,795976,10617,961342,0.8645,0.8280,0.0110
2022-01-15,18-29yrs,2144000,,2041813,625274,2485231,0.8627,0.8216,0.2516
2022-01-15,30-39yrs,1810160,,1743106,644003,2034796,0.8896,0.8566,0.3165
2022-01-15,40-49yrs,1665079,,1621386,700255,1853436,0.8984,0.8748,0.3778
2022-01-15,50-59yrs,1844167,,1805907,984053,2042065,0.9031,0.8844,0.4819
2022-01-15,60-69yrs,1709954,,1680792,1114108,1765205,0.9687,0.9522,0.6311
2022-01-15,70-79yrs,1135251,,1118555,855179,1134561,0.9999,0.9859,0.7538
2022-01-15,80,673185,,657292,507450,655835,0.9999,0.9999,0.7737
2022-01-15,Adults_18plus,10981796,,10668851,5430322,11971129,0.9174,0.8912,0.4536
2022-01-15,Ontario_12plus,11812885,,11464827,5440939,12932471,0.9134,0.8865,0.4207
2022-01-15,Ontario_5plus,12341973,,11528982,5440939,14010998,0.8809,0.8229,0.3883
2022-01-15,Undisclosed_or_missing,4245,,1482,45,0,,,
2022-01-16,05-11yrs,536013,,71471,0,1078527,0.4970,0.0663,0.0000
2022-01-16,12-17yrs,831552,,796469,10986,961342,0.8650,0.8285,0.0114
2022-01-16,18-29yrs,2145449,,2042893,644632,2485231,0.8633,0.8220,0.2594
2022-01-16,30-39yrs,1811094,,1743831,662087,2034796,0.8901,0.8570,0.3254
2022-01-16,40-49yrs,1665589,,1621856,718501,1853436,0.8986,0.8751,0.3877
2022-01-16,50-59yrs,1844654,,1806296,1002322,2042065,0.9033,0.8845,0.4908
2022-01-16,60-69yrs,1710284,,1681043,1127226,1765205,0.9689,0.9523,0.6386
2022-01-16,70-79yrs,1135407,,1118657,860321,1134561,0.9999,0.9860,0.7583
2022-01-16,80,673227,,657327,509876,655835,0.9999,0.9999,0.7774
2022-01-16,Adults_18plus,10985704,,10671903,5524965,11971129,0.9177,0.8915,0.4615
2022-01-16,Ontario_12plus,11817256,,11468372,5535951,12932471,0.9138,0.8868,0.4281
2022-01-16,Ontario_5plus,12353269,,11539843,5535951,14010998,0.8817,0.8236,0.3951
2022-01-16,Undisclosed_or_missing,4420,,1468,45,0,,,
2022-01-17,05-11yrs,540193,,76425,0,1078527,0.5009,0.0709,0.0000
2022-01-17,12-17yrs,831844,,796732,11268,961342,0.8653,0.8288,0.0117
2022-01-17,18-29yrs,2146286,,2043517,656820,2485231,0.8636,0.8223,0.2643
2022-01-17,30-39yrs,1811594,,1744205,671981,2034796,0.8903,0.8572,0.3302
2022-01-17,40-49yrs,1665895,,1622111,728364,1853436,0.8988,0.8752,0.3930
2022-01-17,50-59yrs,1844947,,1806573,1011782,2042065,0.9035,0.8847,0.4955
2022-01-17,60-69yrs,1710529,,1681245,1134353,1765205,0.9690,0.9524,0.6426
2022-01-17,70-79yrs,1135519,,1118738,863322,1134561,0.9999,0.9861,0.7609
2022-01-17,80,673255,,657357,511200,655835,0.9999,0.9999,0.7795
2022-01-17,Adults_18plus,10988025,,10673746,5577822,11971129,0.9179,0.8916,0.4659
2022-01-17,Ontario_12plus,11819869,,11470478,5589090,12932471,0.9140,0.8870,0.4322
2022-01-17,Ontario_5plus,12360062,,11546903,5589090,14010998,0.8822,0.8241,0.3989
2022-01-17,Undisclosed_or_missing,4527,,1468,46,0,,,
2022-01-18,05-11yrs,540898,,77150,0,1078527,0.5015,0.0715,0.0000
2022-01-18,12-17yrs,832018,,796917,11408,961342,0.8655,0.8290,0.0119
2022-01-18,18-29yrs,2147246,,2044504,662359,2485231,0.8640,0.8227,0.2665
2022-01-18,30-39yrs,1812187,,1744825,677277,2034796,0.8906,0.8575,0.3328
2022-01-18,40-49yrs,1666254,,1622503,734067,1853436,0.8990,0.8754,0.3961
2022-01-18,50-59yrs,1845254,,1806922,1018035,2042065,0.9036,0.8849,0.4985
2022-01-18,60-69yrs,1710749,,1681487,1140171,1765205,0.9692,0.9526,0.6459
2022-01-18,70-79yrs,1135619,,1118844,865735,1134561,0.9999,0.9861,0.7631
2022-01-18,80,673285,,657394,512214,655835,0.9999,0.9999,0.7810
2022-01-18,Adults_18plus,10990594,,10676479,5609858,11971129,0.9181,0.8919,0.4686
2022-01-18,Ontario_12plus,11822612,,11473396,5621266,12932471,0.9142,0.8872,0.4347
2022-01-18,Ontario_5plus,12363510,,11550546,5621266,14010998,0.8824,0.8244,0.4012
2022-01-18,Undisclosed_or_missing,4544,,1461,46,0,,,
2022-01-19,05-11yrs,543505,,80780,0,1078527,0.5039,0.0749,0.0000
2022-01-19,12-17yrs,832348,,797311,11760,961342,0.8658,0.8294,0.0122
2022-01-19,18-29yrs,2149359,,2046602,677476,2485231,0.8649,0.8235,0.2726
2022-01-19,30-39yrs,1813270,,1745810,691303,2034796,0.8911,0.8580,0.3397
2022-01-19,40-49yrs,1666894,,1623198,748949,1853436,0.8994,0.8758,0.4041
2022-01-19,50-59yrs,1845739,,1807466,1034196,2042065,0.9039,0.8851,0.5064
2022-01-19,60-69yrs,1711131,,1681846,1155149,1765205,0.9694,0.9528,0.6544
2022-01-19,70-79yrs,1135786,,1118992,872947,1134561,0.9999,0.9863,0.7694
2022-01-19,80,673347,,657440,515476,655835,0.9999,0.9999,0.7860
2022-01-19,Adults_18plus,10995526,,10681354,5695496,11971129,0.9185,0.8923,0.4758
2022-01-19,Ontario_12plus,11827874,,11478665,5707256,12932471,0.9146,0.8876,0.4413
2022-01-19,Ontario_5plus,12371379,,11559445,5707256,14010998,0.8830,0.8250,0.4073
2022-01-19,Undisclosed_or_missing,4668,,1426,48,0,,,
2022-01-20,05-11yrs,546482,,84369,0,1078527,0.5067,0.0782,0.0000
2022-01-20,12-17yrs,832701,,797714,12102,961342,0.8662,0.8298,0.0126
2022-01-20,18-29yrs,2151907,,2048682,693149,2485231,0.8659,0.8243,0.2789
2022-01-20,30-39yrs,1814551,,1746996,705795,2034796,0.8918,0.8586,0.3469
2022-01-20,40-49yrs,1667530,,1623851,763824,1853436,0.8997,0.8761,0.4121
2022-01-20,50-59yrs,1846294,,1808134,1049946,2042065,0.9041,0.8854,0.5142
2022-01-20,60-69yrs,1711572,,1682263,1169625,1765205,0.9696,0.9530,0.6626
2022-01-20,70-79yrs,1135976,,1119161,880156,1134561,0.9999,0.9864,0.7758
2022-01-20,80,673425,,657509,518934,655835,0.9999,0.9999,0.7913
2022-01-20,Adults_18plus,11001255,,10686596,5781429,11971129,0.9190,0.8927,0.4829
2022-01-20,Ontario_12plus,11833956,,11484310,5793531,12932471,0.9151,0.8880,0.4480
2022-01-20,Ontario_5plus,12380438,,11568679,5793531,14010998,0.8836,0.8257,0.4135
2022-01-20,Undisclosed_or_missing,4786,,1397,47,0,,,
2022-01-21,05-11yrs,549527,,89077,0,1078527,0.5095,0.0826,0.0000
2022-01-21,12-17yrs,833069,,798166,12422,961342,0.8666,0.8303,0.0129
2022-01-21,18-29yrs,2154007,,2050755,707655,2485231,0.8667,0.8252,0.2847
2022-01-21,30-39yrs,1815781,,1748246,719866,2034796,0.8924,0.8592,0.3538
2022-01-21,40-49yrs,1668213,,1624570,778193,1853436,0.9001,0.8765,0.4199
2022-01-21,50-59yrs,1846909,,1808759,1065151,2042065,0.9044,0.8857,0.5216
2022-01-21,60-69yrs,1712021,,1682722,1183694,1765205,0.9699,0.9533,0.6706
2022-01-21,70-79yrs,1136218,,1119392,887158,1134561,0.9999,0.9866,0.7819
2022-01-21,80,673490,,657578,522328,655835,0.9999,0.9999,0.7964
2022-01-21,Adults_18plus,11006639,,10692022,5864045,11971129,0.9194,0.8932,0.4898
2022-01-21,Ontario_12plus,11839708,,11490188,5876467,12932471,0.9155,0.8885,0.4544
2022-01-21,Ontario_5plus,12389235,,11579265,5876467,14010998,0.8843,0.8264,0.4194
2022-01-21,Undisclosed_or_missing,4903,,1378,50,0,,,
2022-01-22,05-11yrs,554987,,97660,0,1078527,0.5146,0.0905,0.0000
2022-01-22,12-17yrs,833445,,798599,12765,961342,0.8670,0.8307,0.0133
2022-01-22,18-29yrs,2156255,,2052835,722417,2485231,0.8676,0.8260,0.2907
2022-01-22,30-39yrs,1817097,,1749629,734526,2034796,0.8930,0.8599,0.3610
2022-01-22,40-49yrs,1668898,,1625357,792615,1853436,0.9004,0.8769,0.4276
2022-01-22,50-59yrs,1847383,,1809293,1079461,2042065,0.9047,0.8860,0.5286
2022-01-22,60-69yrs,1712364,,1683081,1195719,1765205,0.9701,0.9535,0.6774
2022-01-22,70-79yrs,1136397,,1119580,892739,1134561,0.9999,0.9868,0.7869
2022-01-22,80,673560,,657646,525053,655835,0.9999,0.9999,0.8006
2022-01-22,Adults_18plus,11011954,,10697421,5942530,11971129,0.9199,0.8936,0.4964
2022-01-22,Ontario_12plus,11845399,,11496020,5955295,12932471,0.9159,0.8889,0.4605
2022-01-22,Ontario_5plus,12400386,,11593680,5955295,14010998,0.8850,0.8275,0.4250
2022-01-22,Undisclosed_or_missing,5091,,1372,50,0,,,
2022-01-23,05-11yrs,560055,,109310,0,1078527,0.5193,0.1014,0.0000
2022-01-23,12-17yrs,833784,,799056,13084,961342,0.8673,0.8312,0.0136
2022-01-23,18-29yrs,2157585,,2053927,734655,2485231,0.8682,0.8265,0.2956
2022-01-23,30-39yrs,1817815,,1750235,745023,2034796,0.8934,0.8602,0.3661
2022-01-23,40-49yrs,1669304,,1625744,802890,1853436,0.9007,0.8772,0.4332
2022-01-23,50-59yrs,1847669,,1809620,1089546,2042065,0.9048,0.8862,0.5336
2022-01-23,60-69yrs,1712601,,1683258,1203248,1765205,0.9702,0.9536,0.6816
2022-01-23,70-79yrs,1136497,,1119677,895739,1134561,0.9999,0.9869,0.7895
2022-01-23,80,673587,,657675,526490,655835,0.9999,0.9999,0.8028
2022-01-23,Adults_18plus,11015058,,10700136,5997591,11971129,0.9201,0.8938,0.5010
2022-01-23,Ontario_12plus,11848842,,11499192,6010675,12932471,0.9162,0.8892,0.4648
2022-01-23,Ontario_5plus,12408897,,11608502,6010675,14010998,0.8857,0.8285,0.4290
2022-01-23,Undisclosed_or_missing,5287,,1377,51,0,,,
2022-01-24,05-11yrs,562001,,115894,0,1078527,0.5211,0.1075,0.0000
2022-01-24,12-17yrs,833948,,799246,13271,961342,0.8675,0.8314,0.0138
2022-01-24,18-29yrs,2158579,,2054754,742017,2485231,0.8686,0.8268,0.2986
2022-01-24,30-39yrs,1818310,,1750647,750669,2034796,0.8936,0.8604,0.3689
2022-01-24,40-49yrs,1669522,,1625951,808459,1853436,0.9008,0.8773,0.4362
2022-01-24,50-59yrs,1847855,,1809815,1095087,2042065,0.9049,0.8863,0.5363
2022-01-24,60-69yrs,1712757,,1683396,1207408,1765205,0.9703,0.9537,0.6840
2022-01-24,70-79yrs,1136548,,1119731,897416,1134561,0.9999,0.9869,0.7910
2022-01-24,80,673603,,657696,527257,655835,0.9999,0.9999,0.8039
2022-01-24,Adults_18plus,11017174,,10701990,6028313,11971129,0.9203,0.8940,0.5036
2022-01-24,Ontario_12plus,11851122,,11501236,6041584,12932471,0.9164,0.8893,0.4672
2022-01-24,Ontario_5plus,12413123,,11617130,6041584,14010998,0.8860,0.8291,0.4312
2022-01-24,Undisclosed_or_missing,5418,,1380,52,0,,,
2022-01-25,05-11yrs,563560,,121832,0,1078527,0.5225,0.1130,0.0000
2022-01-25,12-17yrs,834213,,799546,13477,961342,0.8678,0.8317,0.0140
2022-01-25,18-29yrs,2160449,,2056800,752080,2485231,0.8693,0.8276,0.3026
2022-01-25,30-39yrs,1819280,,1751659,759262,2034796,0.8941,0.8609,0.3731
2022-01-25,40-49yrs,1669975,,1626513,816703,1853436,0.9010,0.8776,0.4406
2022-01-25,50-59yrs,1848232,,1810256,1103854,2042065,0.9051,0.8865,0.5406
2022-01-25,60-69yrs,1713080,,1683731,1215082,1765205,0.9705,0.9538,0.6884
2022-01-25,70-79yrs,1136697,,1119888,901347,1134561,0.9999,0.9871,0.7944
2022-01-25,80,673653,,657746,529001,655835,0.9999,0.9999,0.8066
2022-01-25,Adults_18plus,11021366,,10706593,6077329,11971129,0.9207,0.8944,0.5077
2022-01-25,Ontario_12plus,11855579,,11506139,6090806,12932471,0.9167,0.8897,0.4710
2022-01-25,Ontario_5plus,12419139,,11627971,6090806,14010998,0.8864,0.8299,0.4347
2022-01-25,Undisclosed_or_missing,5554,,1386,52,0,,,
2022-01-26,05-11yrs,565826,,132097,0,1078527,0.5246,0.1225,0.0000
2022-01-26,12-17yrs,834503,,799950,13776,961342,0.8681,0.8321,0.0143
2022-01-26,18-29yrs,2162245,,2058746,762874,2485231,0.8700,0.8284,0.3070
2022-01-26,30-39yrs,1820267,,1752779,768735,2034796,0.8946,0.8614,0.3778
2022-01-26,40-49yrs,1670529,,1627124,826180,1853436,0.9013,0.8779,0.4458
2022-01-26,50-59yrs,1848704,,1810749,1113965,2042065,0.9053,0.8867,0.5455
2022-01-26,60-69yrs,1713382,,1684089,1224425,1765205,0.9706,0.9540,0.6936
2022-01-26,70-79yrs,1136832,,1120060,906035,1134561,0.9999,0.9872,0.7986
2022-01-26,80,673718,,657826,531244,655835,0.9999,0.9999,0.8100
2022-01-26,Adults_18plus,11025677,,10711373,6133458,11971129,0.9210,0.8948,0.5124
2022-01-26,Ontario_12plus,11860180,,11511323,6147234,12932471,0.9171,0.8901,0.4753
2022-01-26,Ontario_5plus,12426006,,11643420,6147234,14010998,0.8869,0.8310,0.4387
2022-01-26,Undisclosed_or_missing,5732,,1380,52,0,,,
2022-01-27,05-11yrs,568093,,142242,0,1078527,0.5267,0.1319,0.0000
2022-01-27,12-17yrs,834829,,800357,14054,961342,0.8684,0.8325,0.0146
2022-01-27,18-29yrs,2164346,,2060822,773802,2485231,0.8709,0.8292,0.3114
2022-01-27,30-39yrs,1821280,,1753947,778715,2034796,0.8951,0.8620,0.3827
2022-01-27,40-49yrs,1671112,,1627831,835617,1853436,0.9016,0.8783,0.4508
2022-01-27,50-59yrs,1849147,,1811294,1124016,2042065,0.9055,0.8870,0.5504
2022-01-27,60-69yrs,1713701,,1684467,1233368,1765205,0.9708,0.9543,0.6987
2022-01-27,70-79yrs,1136984,,1120222,910393,1134561,0.9999,0.9874,0.8024
2022-01-27,80,673763,,657875,533443,655835,0.9999,0.9999,0.8134
2022-01-27,Adults_18plus,11030333,,10716458,6189354,11971129,0.9214,0.8952,0.5170
2022-01-27,Ontario_12plus,11865162,,11516815,6203408,12932471,0.9175,0.8905,0.4797
2022-01-27,Ontario_5plus,12433255,,11659057,6203408,14010998,0.8874,0.8321,0.4428
2022-01-27,Undisclosed_or_missing,5857,,1365,55,0,,,
2022-01-28,05-11yrs,570239,,152830,0,1078527,0.5287,0.1417,0.0000
2022-01-28,12-17yrs,835159,,800830,14382,961342,0.8687,0.8330,0.0150
2022-01-28,18-29yrs,2166229,,2062879,784602,2485231,0.8716,0.8301,0.3157
2022-01-28,30-39yrs,1822317,,1755148,788248,2034796,0.8956,0.8626,0.3874
2022-01-28,40-49yrs,1671664,,1628511,844931,1853436,0.9019,0.8786,0.4559
2022-01-28,50-59yrs,1849551,,1811795,1133567,2042065,0.9057,0.8872,0.5551
2022-01-28,60-69yrs,1714016,,1684858,1242023,1765205,0.9710,0.9545,0.7036
2022-01-28,70-79yrs,1137123,,1120388,914723,1134561,0.9999,0.9875,0.8062
2022-01-28,80,673815,,657939,535587,655835,0.9999,0.9999,0.8166
2022-01-28,Adults_18plus,11034715,,10721518,6243681,11971129,0.9218,0.8956,0.5216
2022-01-28,Ontario_12plus,11869874,,11522348,6258063,12932471,0.9178,0.8910,0.4839
2022-01-28,Ontario_5plus,12440113,,11675178,6258063,14010998,0.8879,0.8333,0.4467
2022-01-28,Undisclosed_or_missing,5987,,1343,56,0,,,
2022-01-29,05-11yrs,573135,,166994,0,1078527,0.5314,0.1548,0.0000
2022-01-29,12-17yrs,835511,,801422,14781,961342,0.8691,0.8336,0.0154
2022-01-29,18-29yrs,2168240,,2065069,796482,2485231,0.8725,0.8309,0.3205
2022-01-29,30-39yrs,1823434,,1756471,799499,2034796,0.8961,0.8632,0.3929
2022-01-29,40-49yrs,1672196,,1629215,855559,1853436,0.9022,0.8790,0.4616
2022-01-29,50-59yrs,1849984,,1812308,1143997,2042065,0.9059,0.8875,0.5602
2022-01-29,60-69yrs,1714352,,1685221,1250554,1765205,0.9712,0.9547,0.7084
